ID,Owner,Secret,Server,Title,Description,Year,Month,Day,Time,Hashtags,Latitude,Longitude,Distance,Message,Message_en
24141796170,27556454@N07,55ba92a6eb,1504,Elbe,,2016,1,17,14:30:30,hamburg michel elbe stmichaelis elbphilharmonie,0.0,0.0,35.71961475866124,"Elbe 
  
 #hamburg #michel #elbe #stmichaelis #elbphilharmonie","Elbe
  
 #hamburg #michel #elbe #stmichaelis #elbphilharmonie"
24173014245,138937032@N05,d86892e1ec,1515,Speicherstadt HH,,2016,1,4,16:37:04,wasser hamburg herbst hafen städte elbe,0.0,0.0,31.207459593045087,"Speicherstadt HH 
  
 #wasser #hamburg #herbst #hafen #städte #elbe","Speicherstadt HH
  
 #water #hamburg #autumn #hafen # cities #elbe"
24184493504,93934524@N08,030c85b69a,1515,Die Elbphilharmonie im Nebel,In der alten und neuen Speicherstadt,2016,2,4,12:53:33,deutschland hamburg,0.0,0.0,38.93921132893297,"Die Elbphilharmonie im Nebel 
 In der alten und neuen Speicherstadt 
 #deutschland #hamburg","The Elbphilharmonie in the fog
 In the old and new warehouse district
 #germany #hamburg"
24187390722,100014906@N08,314546b2ae,1668,IMG_6537.jpg,,2016,1,10,16:29:07,de deutschland wasser hamburg natur himmel orte hafen landungsbrücken städte elbe wetter landschaften sehenswürdigkeiten flüsse elbphilharmonie hamburgfreieundhansestadt,53.54583,9.97123,38.92995858902464,"IMG_6537.jpg 
  
 #de #deutschland #wasser #hamburg #natur #himmel #orte #hafen #landungsbrücken #städte #elbe #wetter #landschaften #sehenswürdigkeiten #flüsse #elbphilharmonie #hamburgfreieundhansestadt","IMG_6537.jpg
  
 Germany"
24220083484,70704693@N07,909488a3a9,1695,IMG_4915,,2016,2,6,08:42:30,city germany hamburg chanell,0.0,0.0,36.13484323068019,"IMG_4915 
  
 #city #germany #hamburg #chanell","IMG_4915 
  
 #city #germany #hamburg #chanell"
24246359923,97335175@N08,a9ed17c168,1561,Hafenrundfahrt HH (06 von 07),Elbphilharmonie (2),2016,2,7,13:51:47,hamburg olympus reise 2014 städtereise artfilter kurzreise,0.0,0.0,33.80802534370264,"Hafenrundfahrt HH (06 von 07) 
 Elbphilharmonie (2) 
 #hamburg #olympus #reise #2014 #städtereise #artfilter #kurzreise","Harbor tour HH (06 of 07)
 Elbphilharmonie (2)
 #hamburg #olympus #reise # 2014 # city trip #artfilter #short trip"
24248752871,47184557@N08,5601934826,1615,Elbphilharmonie,,2016,1,12,08:01:48,sky building architecture clouds germany arquitectura hamburg edificio cielo nubes alemania hamburgo philharmonic elbphilharmonie filarmónica,53.550099,10.005798,36.93679125797166,"Elbphilharmonie 
  
 #sky #building #architecture #clouds #germany #arquitectura #hamburg #edificio #cielo #nubes #alemania #hamburgo #philharmonic #elbphilharmonie #filarmónica","Elbphilharmonie 
  
 #sky #building #architecture #clouds #germany #arquitectura #hamburg #edificio #cielo #nubes #alemania #hamburgo #philharmonic #elbphilharmonie #filarmónica"
24272619675,63806641@N04,ac29cbbed4,1490,Hamburg Speicherstadt Speicherstadt Hamburg Photowalk Sunny Day Elbphilharmonie,,2016,1,9,15:48:57,hamburg photowalk speicherstadt sunnyday elbphilharmonie hamburgspeicherstadt,0.0,0.0,24.753432643476344,"Hamburg Speicherstadt Speicherstadt Hamburg Photowalk Sunny Day Elbphilharmonie 
  
 #hamburg #photowalk #speicherstadt #sunnyday #elbphilharmonie #hamburgspeicherstadt","Hamburg Speicherstadt Speicherstadt Hamburg Photowalk Sunny Day Elbphilharmonie
  
 #hamburg #photowalk #speicherstadt #sunnyday #elbphilharmonie #hamburgspeicherstadt"
24295373615,75228329@N02,dbe2e62a4e,1620,DSC_3217,,2016,1,10,16:23:36,harbour hamburg hafen elbe elbphilarmonie,0.0,0.0,38.37160993791309,"DSC_3217 
  
 #harbour #hamburg #hafen #elbe #elbphilarmonie","DSC_3217
  
 #harbour #hamburg #hafen #elbe #elbphilarmonie"
24317396815,135353381@N08,fd9591e7db,1444,Elbphilharmonie,Hamburger HafenCity Elbphilharmonie,2016,1,11,15:57:16,elbphilharmonie hamburg elbe harbour hafen sun sundowner sonne wasser klassik beautiful hafencity constantijn sonnenuntergang reflection dust dämmerung twilight canon eos 5d cgp cap san diego rickmer rickmers stpauli gubbels gubbelsphotography art künstler wwwgubbelsphotographyde,0.0,0.0,37.8071574221965,"Elbphilharmonie 
 Hamburger HafenCity Elbphilharmonie 
 #elbphilharmonie #hamburg #elbe #harbour #hafen #sun #sundowner #sonne #wasser #klassik #beautiful #hafencity #constantijn #sonnenuntergang #reflection #dust #dämmerung #twilight #canon #eos #5d #cgp #cap #san #diego #rickmer #rickmers #stpauli #gubbels #gubbelsphotography #art #künstler #wwwgubbelsphotographyde","Elbphilharmonie 
 Hamburger HafenCity Elbphilharmonie 
 #elbphilharmonie #hamburg #elbe #harbour #hafen #sun #sundowner #sonne #wasser #klassik #beautiful #hafencity #constantijn #sonnenuntergang #reflection #dust #dämmerung #twilight #canon #eos #5d #cgp #cap #san #diego #rickmer #rickmers #stpauli #gubbels #gubbelsphotography #art #künstler #wwwgubbelsphotographyde"
24355157926,14108228@N06,9518d2d0a4,1502,Hamburg 32,The 110 meter high Elbe Philharmonic Hall.,2016,1,14,20:13:54,hamburg,53.540133,9.977805,39.69532998969066,"Hamburg 32 
 The 110 meter high Elbe Philharmonic Hall. 
 #hamburg","Hamburg 32 
 The 110 meter high Elbe Philharmonic Hall. 
 #hamburg"
24393716610,124002015@N03,a537bbeb0b,1507,Hamburger Elbphilharmonie.jpg,,2016,1,29,14:54:12,skyline wasser harbour hamburg hafen oper urlaubostseeniendorftravemündelübeckplönfehmarnhamburg,0.0,0.0,36.26656350767166,"Hamburger Elbphilharmonie.jpg 
  
 #skyline #wasser #harbour #hamburg #hafen #oper #urlaubostseeniendorftravemündelübeckplönfehmarnhamburg","Hamburg Elbphilharmonie.jpg
  
 #skyline #wasser #harbour #hamburg #hafen #oper #urlaubostseeniendorftravemündelübeckplönfehmarnhamburg"
24432898762,54352221@N06,7252390295,1707,Hamburg Elbphilharmonie 01,,2016,1,22,19:36:50,urban germany hamburg herzogdemeuron hafencity,53.541461,9.983879,38.64343005250771,"Hamburg Elbphilharmonie 01 
  
 #urban #germany #hamburg #herzogdemeuron #hafencity","Hamburg Elbphilharmonie 01
  
 #urban #germany #hamburg #herzogdemeuron #hafencity"
24478858464,127191622@N05,ef3b052b07,1612,Lucky,Containerschiff bei den Landungbrücken,2016,2,18,15:40:37,wasser hamburg container schiff altona elbphilharmonie fujifinepixfs100,0.0,0.0,36.389705461240055,"Lucky 
 Containerschiff bei den Landungbrücken 
 #wasser #hamburg #container #schiff #altona #elbphilharmonie #fujifinepixfs100","Lucky
 Container ship at the jetties
 #wasser #hamburg #container #schiff #altona #elbphilharmonie # fujifinepixfs100"
24481365241,50124001@N06,6eb8284369,1484,Concertgebouw,Hamburg,2016,1,23,18:15:45,city travel building architecture germany europe hamburg,0.0,0.0,36.389705461240055,"Concertgebouw 
 Hamburg 
 #city #travel #building #architecture #germany #europe #hamburg","Concertgebouw 
 Hamburg 
 #city #travel #building #architecture #germany #europe #hamburg"
24520742673,53522347@N03,574ff38e52,1450,Abend im Hamburger Hafen,,2016,2,20,13:37:19,port harbour ships hamburg hafen schiffe hamburgerhafen hafencity elbphilharmonie,53.544666,9.976541,32.98452111039683,"Abend im Hamburger Hafen 
  
 #port #harbour #ships #hamburg #hafen #schiffe #hamburgerhafen #hafencity #elbphilharmonie","Evening in the port of Hamburg
  
 #port #harbour #ships #hamburg #hafen #schiffe #hamburgerhafen #hafencity #elbphilharmonie"
24541189025,54352221@N06,b72d734487,1539,Hamburg Elbphilharmonie 02,,2016,1,22,19:36:51,urban germany hamburg herzogdemeuron hafencity,53.541461,9.983879,38.4947849909056,"Hamburg Elbphilharmonie 02 
  
 #urban #germany #hamburg #herzogdemeuron #hafencity","Hamburg Elbphilharmonie 02
  
 #urban #germany #hamburg #herzogdemeuron #hafencity"
24593417842,96915865@N06,e4bc511757,1627,Elbphilharmonie,,2016,1,30,17:22:43,deutschland reisen hamburg geographie hamburgjanuar2016,0.0,0.0,27.805396956230425,"Elbphilharmonie 
  
 #deutschland #reisen #hamburg #geographie #hamburgjanuar2016","Elbphilharmonie
  
 #germany #travel #hamburg #geography # hamburgjanuar2016"
24606877233,132973166@N08,b661f5ee61,1698,Elbphilharmonie  - 4,Hamburg Hafen,2016,2,24,12:55:20,hamburg architektur hafen schiff elbe norderelbe elbphilharmony musicalstadt,0.0,0.0,35.00894694605927,"Elbphilharmonie  - 4 
 Hamburg Hafen 
 #hamburg #architektur #hafen #schiff #elbe #norderelbe #elbphilharmony #musicalstadt","Elbphilharmonie - 4th
 Hamburg harbor
 #hamburg #architektur #hafen #ship #elbe #norderelbe #elbphilharmony #musicalstadt"
24644258644,37118559@N05,c5a6b0a377,1466,Hamburg Hafen,,2016,2,26,14:31:55,hamburg,0.0,0.0,32.90857178460578,"Hamburg Hafen 
  
 #hamburg","Hamburg harbor
  
 #Hamburg"
24723929936,129323323@N07,0c93e70b8e,1520,Elbphilharmonie,Elbe Philharmonic Hall,2016,2,1,11:29:39,urban white black architecture hamburg,0.0,0.0,29.218032701393213,"Elbphilharmonie 
 Elbe Philharmonic Hall 
 #urban #white #black #architecture #hamburg","Elbphilharmonie 
 Elbe Philharmonic Hall 
 #urban #white #black #architecture #hamburg"
24747973044,111458145@N05,6df2abba5c,1701,Hafen 2016,"Elbphilharmonie
Kehrwiederspitze",2016,2,29,16:02:02,hamburg hafen,0.0,0.0,33.2691150539747,"Hafen 2016 
 Elbphilharmonie
Kehrwiederspitze 
 #hamburg #hafen","Port 2016
 Elbphilharmonie
Kehrwiederspitze
 #Hamburg harbor"
24747973804,111458145@N05,59fc3f743e,1636,Hafen 2016,Elbphilharmonie,2016,2,29,16:02:01,hamburg hafen,0.0,0.0,34.24856299213002,"Hafen 2016 
 Elbphilharmonie 
 #hamburg #hafen","Port 2016
 Elbphilharmonie
 #Hamburg harbor"
24761390262,35643665@N08,b6a4e5e499,1536,Fast fertig,,2016,2,7,19:26:05,hamburg hafen elbphilharmonie,0.0,0.0,28.099681528528663,"Fast fertig 
  
 #hamburg #hafen #elbphilharmonie","Almost finished
  
 #hamburg #hafen #elbphilharmonie"
24770489069,132973166@N08,aca0fa0d70,1462,Glass Facade,"Elbphilharmonie, Hamburg",2016,2,20,01:30:10,glass facade hamburg elbphilharmonie,0.0,0.0,37.040195584907224,"Glass Facade 
 Elbphilharmonie, Hamburg 
 #glass #facade #hamburg #elbphilharmonie","Glass facade
 Elbphilharmonie, Hamburg
 #glass #facade #hamburg #elbphilharmonie"
24774215520,131828291@N05,6a27459ccb,1576,Elbphilharmonie,,2016,2,16,17:36:31,architecture clouds hamburg bunker huge elbphilharmonie,0.0,0.0,35.47278659706285,"Elbphilharmonie 
  
 #architecture #clouds #hamburg #bunker #huge #elbphilharmonie","Elbphilharmonie 
  
 #architecture #clouds #hamburg #bunker #huge #elbphilharmonie"
24796408990,107622148@N08,c53907db96,1445,Elbphilharmonie - Hamburg,,2016,2,17,18:51:38,elbphilharmonie hamburg,0.0,0.0,33.74102205894792,"Elbphilharmonie - Hamburg 
  
 #elbphilharmonie #hamburg","Elbphilharmonie - Hamburg
  
 #elbphilharmonie #hamburg"
24817642201,75935702@N00,4a791da9fd,1539,ElbPhi_MSC8290,"auf dem Weg nach... © Michael Schultes <a href=""http://www.schultes-photo.de"" rel=""nofollow"">www.schultes-photo.de</a>",2016,2,9,07:20:26,hamburg architektur elbphilharmonie,0.0,0.0,34.70488182382155,"ElbPhi_MSC8290 
 auf dem Weg nach... © Michael Schultes <a href=""http://www.schultes-photo.de"" rel=""nofollow"">www.schultes-photo.de</a> 
 #hamburg #architektur #elbphilharmonie","ElbPhi_MSC8290 
 auf dem Weg nach... © Michael Schultes <a href=""http://www.schultes-photo.de"" rel=""nofollow"">www.schultes-photo.de</a> 
 #hamburg #architektur #elbphilharmonie"
24839317104,65537816@N02,39515f56cc,1482,DSC_0510,,2016,3,3,13:24:39,building hamburg,0.0,0.0,33.577363342602666,"DSC_0510 
  
 #building #hamburg","DSC_0510 
  
 #building #hamburg"
24876488963,136654940@N06,ac48bf947c,1680,Elbphilharmonie Hamburg [HDR],"More? Check my website!
© koliamera
 
<a href=""http://www.koliamera.de"" rel=""nofollow"">www.koliamera.de</a>
<a href=""http://www.fb.com/koliamera/"" rel=""nofollow"">www.fb.com/koliamera/</a>",2016,3,4,17:12:15,architecture canon germany deutschland 50mm mark f14 hamburg architektur usm 1ds ef hdr hansestadt 1ds2 1dsii koliamera,0.0,0.0,34.99858733795719,"Elbphilharmonie Hamburg [HDR] 
 More? Check my website!
© koliamera
 
<a href=""http://www.koliamera.de"" rel=""nofollow"">www.koliamera.de</a>
<a href=""http://www.fb.com/koliamera/"" rel=""nofollow"">www.fb.com/koliamera/</a> 
 #architecture #canon #germany #deutschland #50mm #mark #f14 #hamburg #architektur #usm #1ds #ef #hdr #hansestadt #1ds2 #1dsii #koliamera","Elbphilharmonie Hamburg [HDR] 
 More? Check my website!
© koliamera
 
<a href=""http://www.koliamera.de"" rel=""nofollow"">www.koliamera.de</a>
<a href=""http://www.fb.com/koliamera/"" rel=""nofollow"">www.fb.com/koliamera/</a> 
 #architecture #canon #germany #deutschland #50mm #mark #f14 #hamburg #architektur #usm #1ds #ef #hdr #hansestadt #1ds2 #1dsii #koliamera"
24938057480,132973166@N08,814433db50,1644,Elbphilharmonie  - 7,Hamburg Hafen,2016,2,24,12:54:30,hamburg architektur hafen schiff elbe norderelbe elbphilharmony musicalstadt,0.0,0.0,33.657229044543556,"Elbphilharmonie  - 7 
 Hamburg Hafen 
 #hamburg #architektur #hafen #schiff #elbe #norderelbe #elbphilharmony #musicalstadt","Elbphilharmonie - 7
 Hamburg harbor
 #hamburg #architektur #hafen #ship #elbe #norderelbe #elbphilharmony #musicalstadt"
24948590816,96877131@N05,36e2df7e04,1631,Elbphilharmonie Hamburg,Elbphilharmonie Construction waterside view,2016,2,12,10:33:42,hamburg elbphilharmonie,53.541965,9.983396,33.298747499141655,"Elbphilharmonie Hamburg 
 Elbphilharmonie Construction waterside view 
 #hamburg #elbphilharmonie","Elbphilharmonie Hamburg 
 Elbphilharmonie Construction waterside view 
 #hamburg #elbphilharmonie"
25003016321,99701406@N00,7444bce66b,1674,"Elbphilharmonie, Hamburg","Right on the waterfront of the river Elbe, on the western tip of the Hafen-City, Hamburg is building a new concert hall – the Elbphilharmonie. The glass structure is built upon the massive red brick construction of the former cocoa warehouse known as the Kaispeicher A and rises up to a height of 110 metres. 

The heart of the Elbphilharmonie, designed by Swiss architectural practice Herzog &amp; de Meuron, is the Grand Hall. This world-class concert hall with a seating capacity for 2,100 guests and a height of 50 meters will provide a spectacular stage for Hamburg's music scene.",2016,2,17,23:43:17,architecture germany deutschland hamburg herzogdemeuron hafencity concerthall elbphilharmonie,53.592504,10.019531,31.23375510659548,"Elbphilharmonie, Hamburg 
 Right on the waterfront of the river Elbe, on the western tip of the Hafen-City, Hamburg is building a new concert hall – the Elbphilharmonie. The glass structure is built upon the massive red brick construction of the former cocoa warehouse known as the Kaispeicher A and rises up to a height of 110 metres. 

The heart of the Elbphilharmonie, designed by Swiss architectural practice Herzog &amp; de Meuron, is the Grand Hall. This world-class concert hall with a seating capacity for 2,100 guests and a height of 50 meters will provide a spectacular stage for Hamburg's music scene. 
 #architecture #germany #deutschland #hamburg #herzogdemeuron #hafencity #concerthall #elbphilharmonie","Elbphilharmonie, Hamburg 
 Right on the waterfront of the river Elbe, on the western tip of the Hafen-City, Hamburg is building a new concert hall – the Elbphilharmonie. The glass structure is built upon the massive red brick construction of the former cocoa warehouse known as the Kaispeicher A and rises up to a height of 110 metres. 

The heart of the Elbphilharmonie, designed by Swiss architectural practice Herzog &amp; de Meuron, is the Grand Hall. This world-class concert hall with a seating capacity for 2,100 guests and a height of 50 meters will provide a spectacular stage for Hamburg's music scene. 
 #architecture #germany #deutschland #hamburg #herzogdemeuron #hafencity #concerthall #elbphilharmonie"
25039984103,75611975@N02,20f9eb487a,1652,20160309-_SNE9664,"Location: Anleger Elbphilharmonie, Hamburg, Germany
Camera: NIKON D610
Lens: Nikon AF-S NIKKOR 18–35 mm 1:3.5–4.5 G ED",2016,3,10,09:29:39,sunset boot sonnenuntergang linie hamburg anleger schiff elbe fähre ponton langzeitbelichtung hafenfähre hadag elbphilharmonie nd09 wasserkante nikond610 saschaneuroth nikonafsnikkor18–35mm135–45ged,53.540396,9.986572,31.335009171048796,"20160309-_SNE9664 
 Location: Anleger Elbphilharmonie, Hamburg, Germany
Camera: NIKON D610
Lens: Nikon AF-S NIKKOR 18–35 mm 1:3.5–4.5 G ED 
 #sunset #boot #sonnenuntergang #linie #hamburg #anleger #schiff #elbe #fähre #ponton #langzeitbelichtung #hafenfähre #hadag #elbphilharmonie #nd09 #wasserkante #nikond610 #saschaneuroth #nikonafsnikkor18–35mm135–45ged","20160309-_SNE9664
 Location: Elbphilharmonie pier, Hamburg, Germany
Camera: NIKON D610
Lens: Nikon AF-S NIKKOR 18–35mm f / 3.5–4.5 G ED
 #sunset #boat #sunset #linie #hamburg #anleger #schiff #elbe # ferry # pontoon #langzeitbelichtung # hafenfähre #hadag #elbphilharmonie # nd09 #wasserkante # nikond610 #saschaneuroth # nikonafsnikkor18–35mm135–45ged"
25053053534,62636165@N06,377aa148de,1619,ELPHI-HDR-0035,,2016,3,10,22:50:44,architecture hamburg architektur hafencity concerthalls elbphilharmonie elphi konzertsäle,0.0,0.0,36.68351299169376,"ELPHI-HDR-0035 
  
 #architecture #hamburg #architektur #hafencity #concerthalls #elbphilharmonie #elphi #konzertsäle","ELPHI-HDR-0035 
  
 #architecture #hamburg #architektur #hafencity #concerthalls #elbphilharmonie #elphi #konzertsäle"
25055559906,24010029@N07,0c51cb98a9,1573,hamburg,"The Hamburg collection... via 500px <a href=""http://ift.tt/1Tq4fC8"" rel=""nofollow"">ift.tt/1Tq4fC8</a>",2016,2,17,07:14:15,city chris panorama building water skyline architecture river germany deutschland town hall opera europe view harbour famous hamburg sightseeing landmark center stadt herzog speicherstadt elbe elbphilharmonie 500px ifttt,0.0,0.0,38.83999111628998,"hamburg 
 The Hamburg collection... via 500px <a href=""http://ift.tt/1Tq4fC8"" rel=""nofollow"">ift.tt/1Tq4fC8</a> 
 #city #chris #panorama #building #water #skyline #architecture #river #germany #deutschland #town #hall #opera #europe #view #harbour #famous #hamburg #sightseeing #landmark #center #stadt #herzog #speicherstadt #elbe #elbphilharmonie #500px #ifttt","hamburg 
 The Hamburg collection... via 500px <a href=""http://ift.tt/1Tq4fC8"" rel=""nofollow"">ift.tt/1Tq4fC8</a> 
 #city #chris #panorama #building #water #skyline #architecture #river #germany #deutschland #town #hall #opera #europe #view #harbour #famous #hamburg #sightseeing #landmark #center #stadt #herzog #speicherstadt #elbe #elbphilharmonie #500px #ifttt"
25078296091,27184563@N02,ebde1f7042,1603,Elbphilharmonie,,2016,2,21,15:51:02,new eve trip travel light skyline boot licht nacht nye year hamburg u years michel hafen alster bahn sonne hafenrundfahrt kran schiff silvester speicherstadt elbe dunkel reeperbahn nachts binnenalster elb reeper rundfahrt elbphilharmonie elbphilhamoni,0.0,0.0,31.798270781716525,"Elbphilharmonie 
  
 #new #eve #trip #travel #light #skyline #boot #licht #nacht #nye #year #hamburg #u #years #michel #hafen #alster #bahn #sonne #hafenrundfahrt #kran #schiff #silvester #speicherstadt #elbe #dunkel #reeperbahn #nachts #binnenalster #elb #reeper #rundfahrt #elbphilharmonie #elbphilhamoni","Elbphilharmonie
  
 #new #eve #trip #travel #light #skyline #boot #licht #nacht #nye #year #hamburg #u #years #michel #hafen #alster #bahn #sonne #hafenrundfahrt #kran #schiff #silvester #speicherstadt #elbe #dark #reeperbahn #nights #binnenalster #elb #reeper #rundfahrt #elbphilharmonie #elbphilhamoni"
25135641385,134222765@N04,729270afe8,1533,sw_DSCF3781,,2016,2,19,22:17:30,hamburg landscape architecture,0.0,0.0,39.82917419267028,"sw_DSCF3781 
  
 #hamburg #landscape #architecture","sw_DSCF3781 
  
 #hamburg #landscape #architecture"
25140477261,132973166@N08,a0c385f83c,1491,Elbphilharmonie  - 6,Hamburg Hafen,2016,2,24,12:55:09,hamburg architektur hafen schiff elbe norderelbe elbphilharmony musicalstadt,0.0,0.0,37.474861655732866,"Elbphilharmonie  - 6 
 Hamburg Hafen 
 #hamburg #architektur #hafen #schiff #elbe #norderelbe #elbphilharmony #musicalstadt","Elbphilharmonie - 6
 Hamburg harbor
 #hamburg #architektur #hafen #ship #elbe #norderelbe #elbphilharmony #musicalstadt"
25142052702,99543201@N03,4c5bc04bdc,1643,Good night Hamburg,,2016,2,25,19:51:14,hamburg deutschland germany abendrot abendsonne elbphilharmonie lichter architektur outdoor skyline sonnenuntergang heiter orange robertbenatzkypicture,0.0,0.0,29.18269351827189,"Good night Hamburg 
  
 #hamburg #deutschland #germany #abendrot #abendsonne #elbphilharmonie #lichter #architektur #outdoor #skyline #sonnenuntergang #heiter #orange #robertbenatzkypicture","Good night Hamburg
  
 #hamburg #deutschland #germany #abendrot #abendsonne #elbphilharmonie #lights #architektur #outdoor #skyline #sunnenuntergang #heiter #orange #robertbenatzkypicture"
25145126546,27184563@N02,6594bdc40a,1609,Hamburg Elbphilharmonie,,2016,2,21,15:50:42,new eve trip travel light skyline boot licht nacht nye year hamburg u years michel hafen alster bahn sonne hafenrundfahrt kran schiff silvester speicherstadt elbe dunkel reeperbahn nachts binnenalster elb reeper rundfahrt elbphilharmonie elbphilhamoni,0.0,0.0,35.679012328412,"Hamburg Elbphilharmonie 
  
 #new #eve #trip #travel #light #skyline #boot #licht #nacht #nye #year #hamburg #u #years #michel #hafen #alster #bahn #sonne #hafenrundfahrt #kran #schiff #silvester #speicherstadt #elbe #dunkel #reeperbahn #nachts #binnenalster #elb #reeper #rundfahrt #elbphilharmonie #elbphilhamoni","Hamburg Elbe Philharmonic Hall
  
 #new #eve #trip #travel #light #skyline #boot #licht #nacht #nye #year #hamburg #u #years #michel #hafen #alster #bahn #sonne #hafenrundfahrt #kran #schiff #silvester #speicherstadt #elbe #dark #reeperbahn #nights #binnenalster #elb #reeper #rundfahrt #elbphilharmonie #elbphilhamoni"
25189662134,14037201@N03,b7d748ed46,1506,Hamburg,,2016,3,15,22:52:59,building architecture germany deutschland hamburg bunker herzogdemeuron elbphilharmonie,0.0,0.0,34.946504701748154,"Hamburg 
  
 #building #architecture #germany #deutschland #hamburg #bunker #herzogdemeuron #elbphilharmonie","Hamburg
  
 #building #architecture #germany #deutschland #hamburg #bunker #herzogdemeuron #elbphilharmonie"
