ID,Owner,Secret,Server,Title,Description,Year,Month,Day,Time,Hashtags,Latitude,Longitude,Distance
25807179944,73148847@N05,7ed51a8e97,65535,Elbphilharmonie,,2016,4,13,18:34:51,elbe elbphilharmonie hafen hamburg,0.0,0.0,0.9281549234644777
25826387210,127313300@N04,3d06c9d936,1565,IMG_7751,,2016,3,28,19:51:17,deutschland hamburg hafen 2016 guidokpunkt,0.0,0.0,0.9605263353003574
25841663880,71093889@N02,af9d5a1360,1542,HH Außenalster und Speicherstadt,,2016,3,29,14:15:17,hamburg olympus speicherstadt aussenalster ausenalster kerkmannphoto,0.0,0.0,0.8896103436342944
25876118553,140308257@N03,11ba11997a,1655,DSCF0588,,2016,4,17,11:26:58,port harbour hamburg hafen,0.0,0.0,0.6166251869651557
25883001100,133229503@N02,9bdaedec63,1519,Schwere Wellen,Die Elbphilharmonie geschossen aus der Sicht des König der Löwen Theaters,2016,3,31,18:05:48,white black germany 50mm nikon 14 hamburg kirche türme michaelis elbphilharmonie tanzende d5300,0.0,0.0,0.9690721279550786
25915005042,57271616@N00,12cc6d3a17,1507,Hamburg,,2016,3,24,18:01:52,hamburg,0.0,0.0,0.9451892464705431
25915385682,57271616@N00,8206ed55a9,1570,Hamburg Fregatte,,2016,3,24,18:01:37,hamburg,0.0,0.0,0.9958169193871557
25933648940,48144587@N06,068b412642,1499,8665 Blick über die Norderelbe zur Hamburger Elbphilharmonie - Bug eines Fahrgastschiffs mit Hamburg Flagge.," 8665 Blick über die Norderelbe zur Hamburger Elbphilharmonie - Bug eines Fahrgastschiffs mit Hamburg Flagge. ©<a href=""http://www.bildarchiv-hamburg.de/stadtteile-bezirke-hansestadt-hamburg.html"" rel=""nofollow"">www.bildarchiv-hamburg.de</a>
Das 110m hohe Konzerthaus <strong>Elbphilharmonie</strong> befindet sich seit April 2007 im Bau. Das Gebäude wird auf dem ehem. Kaispeicher A, einem Kakao-, Tee- und Tabak-Speicher errichtet. Der Entwurf und die weitere Hochbauplanung des Gebäudes stammt vom  Architekturbüro Herzog &amp; de Meuron. Bauherrin ist formell die Elbphilharmonie Hamburg Bau GmbH &amp; Co. KG, deren Kommanditistin und Hauptgeldgeberin die Stadt Hamburg ist. Das Hamburger Prestigeobjekt hat über die Jahre eine immense Kostensteigerung verursacht. In der Grundlagenermittlung wurden 77 Millionen Euro Kosten für die Freie und Hansestadt Hamburg veranschlagt. Bei Vertragsabschluss 2007 wurden bereits 114 Mio. Euro als durch die Stadt zu tragende Bausumme vereinbart. Nach mehrmaligen Nachverhandlungen einigte sich der Hamburger Senat im Dezember 2012 mit dem Generalunternehmer Hochtief auf eine Netto-Endbausumme von 575 Mio. Euro (inkl. Planungskosten). Am 23. April 2013 verkündete Hamburgs Bürgermeister Olaf Scholz dass das Projekt die Steuerzahler insgesamt 789 Millionen Euro kosten würde. Die Fertigstellung des Gebäudes war zunächst für 2010 geplant, dann aber immer wieder verschoben worden. Die Abnahme soll nach der im Dezember 2012 bekanntgegebenen Planung am 31. Oktober 2016 stattfinden und die Eröffnung im Frühjahr 2017 erfolgen.
Hamburg - Bilder aus den Stadtteilen und Bezirken - Fotos aus dem Stadtteil <strong>Hafencity</strong> - Bezirk Hamburg Mitte. Die HafenCity ist ein Hamburger Stadtteil im Bezirk Hamburg-Mitte. Am 1. März 2008 wurde die HafenCity durch das Gesetz über die räumliche Gliederung der Freien und Hansestadt Hamburg (RäumGlG) zum eigenen Hamburger Stadtteil erklärt. Er setzt sich aus den ehemaligen Hafenflächen des Großen Grasbrooks sowie der Speicherstadt auf den ehemaligen Inseln Kehrwieder und Wandrahm zusammen und bezieht damit abgetrennte Gebiete der angrenzenden Stadtteile Altstadt, Rothenburgsort und des zusammen mit der Gründung des Stadtteils HafenCity aufgelösten Stadtteils Klostertor ein.  Er grenzt im Norden, durch den Zollkanal getrennt, an die Hamburger Innenstadt, im Westen und Süden an die Elbe und nach Osten, durch den Oberhafen begrenzt, an Rothenburgsort. Der Stadtteil ist vollständig von Fluss- und Kanalläufen umgeben und hat eine Gesamtfläche von rund 2,2 km². Auf dem rund 155 ha große Gebiet des ehemaligen  Hamburger Freihafens sollen bis zur Mitte der 2020er Jahre Wohneinheiten für bis zu 12.000 Personen und Arbeitsplätze für bis zu 40.000 Personen entstehen. Es ist das flächengrößte laufende Stadtentwicklungsprojekt Hamburgs.",2016,4,3,10:29:25,hamburg hamburger hafenrundfahrt mitte bilder hafencity bezirk elbphilharmonie bezirke stadtteil norderelbe hafenfähren stadtteile fahrgastschiffe,0.0,0.0,0.9663982338054892
26026749452,120766496@N06,167b4b210f,1600,Hamburg,,2016,3,29,18:57:03,city germany see outdoor hamburg stadt landungsbrücken speicherstadt elbe,0.0,0.0,0.9694311324706113
26052915531,120766496@N06,c122bc948c,1637,Hamburg,,2016,3,29,18:57:03,city germany see outdoor hamburg stadt landungsbrücken speicherstadt elbe,0.0,0.0,0.9788200300436204
26072167180,29453011@N00,6dcdeb8393,1547,New opera house,,2016,4,10,12:02:06,germany hamburg,0.0,0.0,0.9694423994902122
26072288770,29453011@N00,c2656847f5,1534,Harbour tour,,2016,4,10,12:10:29,germany hamburg,0.0,0.0,0.9879891626156706
26114050072,48144587@N06,834b0f14d5,1675,8044 Hafenfähren - Fahrgastschiffe der Hafenrundfahrt auf der Norderelbe vor der Hamburger Elbphilharmonie.,"8044 Hafenfähren - Fahrgastschiffe der Hafenrundfahrt auf der Norderelbe vor der Hamburger Elbphilharmonie. ©<a href=""http://www.bildarchiv-hamburg.de/stadtteile-bezirke-hansestadt-hamburg.html"" rel=""nofollow"">www.bildarchiv-hamburg.de</a> 
Das 110m hohe Konzerthaus <strong>Elbphilharmonie</strong> befindet sich seit April 2007 im Bau. Das Gebäude wird auf dem ehem. Kaispeicher A, einem Kakao-, Tee- und Tabak-Speicher errichtet. Der Entwurf und die weitere Hochbauplanung des Gebäudes stammt vom  Architekturbüro Herzog &amp; de Meuron. Bauherrin ist formell die Elbphilharmonie Hamburg Bau GmbH &amp; Co. KG, deren Kommanditistin und Hauptgeldgeberin die Stadt Hamburg ist. Das Hamburger Prestigeobjekt hat über die Jahre eine immense Kostensteigerung verursacht. In der Grundlagenermittlung wurden 77 Millionen Euro Kosten für die Freie und Hansestadt Hamburg veranschlagt. Bei Vertragsabschluss 2007 wurden bereits 114 Mio. Euro als durch die Stadt zu tragende Bausumme vereinbart. Nach mehrmaligen Nachverhandlungen einigte sich der Hamburger Senat im Dezember 2012 mit dem Generalunternehmer Hochtief auf eine Netto-Endbausumme von 575 Mio. Euro (inkl. Planungskosten). Am 23. April 2013 verkündete Hamburgs Bürgermeister Olaf Scholz dass das Projekt die Steuerzahler insgesamt 789 Millionen Euro kosten würde. Die Fertigstellung des Gebäudes war zunächst für 2010 geplant, dann aber immer wieder verschoben worden. Die Abnahme soll nach der im Dezember 2012 bekanntgegebenen Planung am 31. Oktober 2016 stattfinden und die Eröffnung im Frühjahr 2017 erfolgen.
Hamburg - Bilder aus den Stadtteilen und Bezirken - Fotos aus dem Stadtteil <strong>Hafencity</strong> - Bezirk Hamburg Mitte. Die HafenCity ist ein Hamburger Stadtteil im Bezirk Hamburg-Mitte. Am 1. März 2008 wurde die HafenCity durch das Gesetz über die räumliche Gliederung der Freien und Hansestadt Hamburg (RäumGlG) zum eigenen Hamburger Stadtteil erklärt. Er setzt sich aus den ehemaligen Hafenflächen des Großen Grasbrooks sowie der Speicherstadt auf den ehemaligen Inseln Kehrwieder und Wandrahm zusammen und bezieht damit abgetrennte Gebiete der angrenzenden Stadtteile Altstadt, Rothenburgsort und des zusammen mit der Gründung des Stadtteils HafenCity aufgelösten Stadtteils Klostertor ein.  Er grenzt im Norden, durch den Zollkanal getrennt, an die Hamburger Innenstadt, im Westen und Süden an die Elbe und nach Osten, durch den Oberhafen begrenzt, an Rothenburgsort. Der Stadtteil ist vollständig von Fluss- und Kanalläufen umgeben und hat eine Gesamtfläche von rund 2,2 km². Auf dem rund 155 ha große Gebiet des ehemaligen  Hamburger Freihafens sollen bis zur Mitte der 2020er Jahre Wohneinheiten für bis zu 12.000 Personen und Arbeitsplätze für bis zu 40.000 Personen entstehen. Es ist das flächengrößte laufende Stadtentwicklungsprojekt Hamburgs.",2016,4,3,10:29:25,hamburg hamburger hafenrundfahrt mitte bilder hafencity bezirk elbphilharmonie bezirke stadtteil norderelbe hafenfähren stadtteile fahrgastschiffe,0.0,0.0,0.9934744566360824
26124539272,139893744@N07,23e76be0aa,1702,,The new opera of Hamburg called &quot;Elbphilharmonie&quot; built on an old storage building in the seaport.,2016,4,3,19:57:06,opera hamburg philharmonie,0.0,0.0,0.8678261930710226
26141625493,69375885@N08,b507d500cf,1443,0LYM0052.jpg,,2016,5,1,08:53:01,diverse hamburg staedte,0.0,0.0,0.9967834461511547
26141674673,69375885@N08,415bf799de,1696,0LYM0077.jpg,,2016,5,1,08:56:10,diverse hamburg staedte,0.0,0.0,0.899885381065152
26141680103,69375885@N08,43e669d6ba,1648,0LYM0080.jpg,,2016,5,1,08:56:32,diverse hamburg staedte,0.0,0.0,0.9889999912274574
26151660736,90022893@N07,3c2bff4abf,1489,S71_0846,,2016,4,1,22:48:30,hamburg 2016,0.0,0.0,0.9711057419505889
26155848015,64504513@N00,94e47c971c,1455,Kaispeicher mit Konzerthaus und Hotel,"-1743-
DSC05118-BW1",2016,3,31,17:57:08,hamburg el monochrom kehrwiederspitze elbphilharmonie rx100,0.0,0.0,0.8064107889645343
26167660295,47224443@N02,8112899e33,1673,Hamburg views: Elbphilharmonie,"Hamburg offers a great variety of fascinating old and modern architecture, here are some examples",2016,4,1,10:49:28,hamburg elbphilharmonie,0.0,0.0,0.7840756959374245
26206525165,48144587@N06,bd2596b807,1569,8148 Hafenfähren - Fahrgastschiffe der Hafenrundfahrt auf der Norderelbe vor der Hamburger Elbphilharmonie.,"8148 Hafenfähren - Fahrgastschiffe der Hafenrundfahrt auf der Norderelbe vor der Hamburger Elbphilharmonie.  ©<a href=""http://www.bildarchiv-hamburg.de/stadtteile-bezirke-hansestadt-hamburg.html"" rel=""nofollow"">www.bildarchiv-hamburg.de</a>
Das 110m hohe Konzerthaus <strong>Elbphilharmonie</strong> befindet sich seit April 2007 im Bau. Das Gebäude wird auf dem ehem. Kaispeicher A, einem Kakao-, Tee- und Tabak-Speicher errichtet. Der Entwurf und die weitere Hochbauplanung des Gebäudes stammt vom  Architekturbüro Herzog &amp; de Meuron. Bauherrin ist formell die Elbphilharmonie Hamburg Bau GmbH &amp; Co. KG, deren Kommanditistin und Hauptgeldgeberin die Stadt Hamburg ist. Das Hamburger Prestigeobjekt hat über die Jahre eine immense Kostensteigerung verursacht. In der Grundlagenermittlung wurden 77 Millionen Euro Kosten für die Freie und Hansestadt Hamburg veranschlagt. Bei Vertragsabschluss 2007 wurden bereits 114 Mio. Euro als durch die Stadt zu tragende Bausumme vereinbart. Nach mehrmaligen Nachverhandlungen einigte sich der Hamburger Senat im Dezember 2012 mit dem Generalunternehmer Hochtief auf eine Netto-Endbausumme von 575 Mio. Euro (inkl. Planungskosten). Am 23. April 2013 verkündete Hamburgs Bürgermeister Olaf Scholz dass das Projekt die Steuerzahler insgesamt 789 Millionen Euro kosten würde. Die Fertigstellung des Gebäudes war zunächst für 2010 geplant, dann aber immer wieder verschoben worden. Die Abnahme soll nach der im Dezember 2012 bekanntgegebenen Planung am 31. Oktober 2016 stattfinden und die Eröffnung im Frühjahr 2017 erfolgen.
Hamburg - Bilder aus den Stadtteilen und Bezirken - Fotos aus dem Stadtteil <strong>Hafencity</strong> - Bezirk Hamburg Mitte. Die HafenCity ist ein Hamburger Stadtteil im Bezirk Hamburg-Mitte. Am 1. März 2008 wurde die HafenCity durch das Gesetz über die räumliche Gliederung der Freien und Hansestadt Hamburg (RäumGlG) zum eigenen Hamburger Stadtteil erklärt. Er setzt sich aus den ehemaligen Hafenflächen des Großen Grasbrooks sowie der Speicherstadt auf den ehemaligen Inseln Kehrwieder und Wandrahm zusammen und bezieht damit abgetrennte Gebiete der angrenzenden Stadtteile Altstadt, Rothenburgsort und des zusammen mit der Gründung des Stadtteils HafenCity aufgelösten Stadtteils Klostertor ein.  Er grenzt im Norden, durch den Zollkanal getrennt, an die Hamburger Innenstadt, im Westen und Süden an die Elbe und nach Osten, durch den Oberhafen begrenzt, an Rothenburgsort. Der Stadtteil ist vollständig von Fluss- und Kanalläufen umgeben und hat eine Gesamtfläche von rund 2,2 km². Auf dem rund 155 ha große Gebiet des ehemaligen  Hamburger Freihafens sollen bis zur Mitte der 2020er Jahre Wohneinheiten für bis zu 12.000 Personen und Arbeitsplätze für bis zu 40.000 Personen entstehen. Es ist das flächengrößte laufende Stadtentwicklungsprojekt Hamburgs.",2016,4,3,10:29:25,hamburg hamburger hafenrundfahrt mitte bilder hafencity bezirk elbphilharmonie bezirke stadtteil norderelbe hafenfähren stadtteile fahrgastschiffe,0.0,0.0,0.9646602967744414
26212475786,129274897@N02,f766f9995b,1606,_1MG_9223,,2016,4,4,19:39:42,germany hamburg,0.0,0.0,0.8722707115034549
26229732413,48547200@N03,4aa461111d,7201,Hamburg Elbphilharmonie,,2016,5,5,16:09:27,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,0.9983295241040407
26229734123,48547200@N03,274407eb29,7010,Hamburg Elbphilharmonie,,2016,5,5,16:09:25,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,0.9702998379786262
26229743983,48547200@N03,d1fb2c5c98,7107,Hamburg Elbphilharmonie,,2016,5,5,16:09:29,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,0.9921960068878889
26236827613,141772344@N02,ccc22fc742,7244,Elbphilharmonie,Elbphilharmonie,2016,5,6,00:10:45,hamburg eurograb,53.542895,9.995756,0.966127578682197
26249969635,80404158@N06,41bd68d620,1636,"16_03_31, HH, Elbphilharmonie-020",,2016,4,5,10:49:28,hamburg rainern,0.0,0.0,0.9212061086123251
26249989455,80404158@N06,f107d0d435,1598,"16_03_31, HH, Elbphilharmonie-015",,2016,4,5,10:49:26,hamburg rainern,0.0,0.0,0.9698321355357455
26252506892,29453011@N00,c95394c4ed,1500,Dockside buildings,,2016,4,10,11:55:23,germany hamburg,0.0,0.0,0.8891167587483695
26278634163,127765349@N05,bb7c8364b8,7018,Hamburg - Elbphilharmonie,,2016,5,8,05:53:45,germany hamburg elbphilharmonie,0.0,0.0,0.9285294291874675
26279440204,127765349@N05,4e731813a6,7189,Hamburg,,2016,5,8,08:34:49,germany hamburg,0.0,0.0,0.8979877758327279
26280495373,127765349@N05,c22c50262c,7428,Hamburg,,2016,5,8,08:34:49,germany hamburg,0.0,0.0,0.9561989553282548
26289940710,55234421@N05,ae8f00704e,1548,Philharmonische Reflexion,,2016,4,21,18:34:44,spiegel hamburg sonne elbphilharmonie,0.0,0.0,0.9563495922041604
26290908580,40246646@N00,c7eae47eab,1505,"Foto 26.03.16, 17 57 35",,2016,4,21,20:01:33,germany deutschland hamburg,53.54148,9.984555,0.9256633894610017
26337900603,129323323@N07,6be33bf289,7739,Elbphilharmonie,,2016,5,11,00:10:15,bw white black architecture hamburg hafencity elbphilharmonie,0.0,0.0,0.9683562398619825
26345041375,29453011@N00,0cc4be37ea,1657,New opera house,,2016,4,10,12:02:06,germany hamburg,0.0,0.0,0.9874046086125882
26371719363,96264135@N08,977f70bdae,7498,Elbphilharmonie Hamburg,2016,2016,5,13,04:50:13,hamburg architektur hh gebäude hafencity hansestadt konzerthaus schwarzweis elbphilharmonie elphi,0.0,0.0,0.9957706089725458
26418990344,91218372@N00,9521c85cd7,7268,Elbphilharmonie,Hamburg 2016,2016,5,15,10:07:04,city germany deutschland hamburg stadt 2016 elbphilharmonie,0.0,0.0,0.9957706089725458
26430934283,52852143@N05,dba3804eb7,7571,IMG_1452,,2016,5,15,19:27:51,de deutschland hamburg 2015,53.542963,9.982555,0.9508154654828762
26438915441,141799307@N06,4ebafe1ed8,1549,Elbphilharmonie,,2016,4,18,15:15:25,life travel sky music sun reflection water skyline architecture clouds port buildings landscape harbour hamburg musical orchestra philharmonic elbe elbphilharmonie,0.0,0.0,0.8705562266462461
26448447754,11585369@N08,0f253fda78,7405,Hamburg 15.05.2016,Am Sonntag hatte wir die Möglichkeit mit einem Freund mal Hamburg von der Wasserseite zu betracht. Es war wirklich genial mal alles vom Boot aus zu sehen. Zumal der Flensburger Hafen etwas kleiner ist.,2016,5,16,16:36:29,boot meer wasser hamburg hh hafen sonne kran schiff speicherstadt elbe brücken elbphilharmonie schumacherphotography meineperle,0.0,0.0,0.9975478308731311
26472696750,69375885@N08,1454499cc7,1483,0LYM0074.jpg,,2016,5,1,08:55:47,staedte diverse hamburg,0.0,0.0,0.9941818162698587
26472700950,69375885@N08,614f37fa56,1561,0LYM0076.jpg,,2016,5,1,08:56:02,diverse hamburg staedte,0.0,0.0,0.7249176816807046
26492912914,59026435@N00,14393eeca1,7742,Elbphilharmonie,"Hamburg, Hafengeburtstag",2016,5,18,19:58:35,fuji hamburg hafengeburtstag x20 2016 hafengeburtstag2016,0.0,0.0,0.92514835189
26525584742,89342031@N05,ca0c16acec,1511,Elbphilharmonie,,2016,4,24,16:30:14,elbphilharmonie exkursion hafen hamburg hansuwe wahlstedt jenskummerfeldt jens kummerfeldt,0.0,0.0,0.990437964203748
26561578550,48547200@N03,e426350ddc,7399,Hamburg Elbphilharmonie,,2016,5,5,16:09:26,germany deutschland hamburg elbe demeuron elbphilharmonie herzon,0.0,0.0,0.935348984275957
26584324290,16515652@N00,c0e14c51a6,7171,05061469-44,SAMSUNG CSC,2016,5,6,21:29:02,ships hamburg hafen hafengeburtstag 2016,0.0,0.0,0.9772901656543161
26584359430,16515652@N00,43f7fae2fb,7334,05061469-35,SAMSUNG CSC,2016,5,6,21:28:55,ships hamburg hafen hafengeburtstag 2016,0.0,0.0,0.9461780933826561
26592310366,89342031@N05,b49784b94e,1571,Elbphilharmonie,,2016,4,24,16:30:02,elbphilharmonie exkursion hafen hamburg hansuwe wahlstedt jenskummerfeldt jens kummerfeldt,0.0,0.0,0.9314492620240383
26612104570,127765349@N05,8dafb8a2c9,7560,Hamburg,,2016,5,8,08:34:55,germany hamburg,0.0,0.0,0.9764405615438609
26676253230,132973166@N08,a387834ee3,7441,B&W Version,Elbphilharmonie Hamburg,2016,5,11,10:26:09,bw architecture hamburg elbphilharmonie,0.0,0.0,0.9815737942819854
26678777441,69375885@N08,5423967f54,1632,0LYM0033.jpg,,2016,5,1,08:50:38,diverse hamburg staedte,0.0,0.0,0.9507290496291787
26678837371,69375885@N08,16196800d7,1711,0LYM0083.jpg,,2016,5,1,08:56:48,diverse hamburg staedte,0.0,0.0,0.9813613325607843
26710875245,14037201@N03,b2632b57de,1696,Elbphilharmonie,,2016,4,29,12:58:31,sky reflection building glass architecture clouds facade germany hamburg landmark herzogdemeuron deuschland elbphilharmonie wernerkallmorgen,0.0,0.0,0.9033303391486962
